aluno_id,frequencia_semanal,tipo_plano,total_checkins,recency_days
1971,2,3,8,25.0
52,6,1,3,26.0
633,6,1,0,
6876,6,2,6,22.0
6856,5,1,7,7.0
6402,6,3,4,19.0
5591,2,3,9,3.0
9311,2,2,5,9.0
8037,4,2,2,128.0
3395,4,3,1,129.0
405,5,1,10,1.0
5983,2,1,2,103.0
5389,1,1,5,45.0
7415,3,2,8,59.0
6409,4,1,7,91.0
9484,6,2,0,
878,1,3,3,118.0
679,1,2,0,
983,3,1,9,7.0
9262,4,2,5,7.0
4794,1,3,1,130.0
4426,1,2,3,34.0
729,4,2,7,28.0
408,4,2,3,35.0
4070,5,1,9,15.0
6006,3,1,6,2.0
4747,5,2,4,59.0
4263,4,3,3,13.0
4443,2,1,4,55.0
6784,4,2,0,
4134,2,1,2,53.0
2611,4,1,6,8.0
9243,6,1,7,30.0
9908,3,3,8,55.0
8598,2,2,5,5.0
821,2,2,9,0.0
7512,2,2,3,85.0
2709,6,1,2,82.0
9293,5,3,6,8.0
7228,5,1,9,7.0
7062,5,1,1,128.0
6302,6,1,8,36.0
9644,4,2,2,104.0
8052,2,2,2,53.0
4807,1,2,0,
9897,2,3,3,34.0
3698,4,3,6,5.0
903,3,1,1,5.0
1490,2,1,6,47.0
736,1,2,6,39.0
5077,2,3,7,3.0
1947,6,1,1,9.0
9861,3,3,8,29.0
7595,4,2,7,2.0
8085,6,3,8,17.0
9164,6,2,7,8.0
6207,5,3,9,2.0
3424,2,2,5,31.0
302,5,2,7,7.0
6994,4,1,5,43.0
3416,6,2,4,20.0
3367,3,3,10,40.0
9130,6,3,2,2.0
3284,3,3,6,26.0
4002,3,1,4,44.0
2989,1,3,6,31.0
6941,6,2,2,168.0
9920,3,1,4,21.0
774,1,3,7,3.0
1385,1,3,8,3.0
4387,6,1,7,24.0
6709,5,2,5,9.0
4820,6,3,1,5.0
1726,1,1,4,23.0
9501,4,3,7,2.0
5640,2,3,5,9.0
2645,3,1,2,51.0
9458,4,3,5,8.0
7751,3,1,8,23.0
7669,6,1,8,0.0
2928,2,1,0,
992,1,1,7,2.0
5544,3,2,2,56.0
8308,2,2,3,51.0
2797,2,1,3,10.0
8949,3,2,1,44.0
4843,2,1,2,47.0
5545,4,1,5,75.0
8926,2,3,5,40.0
2222,3,2,4,137.0
6489,5,2,6,17.0
9047,4,2,6,24.0
4492,1,2,2,66.0
3898,4,2,3,70.0
558,5,3,6,65.0
8732,4,3,8,3.0
1538,2,2,3,59.0
598,4,2,6,60.0
471,2,3,5,57.0
2505,4,1,5,7.0
9328,5,2,9,24.0
287,4,2,9,51.0
2511,4,2,5,27.0
167,6,3,4,55.0
6164,5,3,10,20.0
4261,5,3,10,1.0
8960,6,3,2,83.0
1716,5,1,5,13.0
1352,4,1,5,24.0
7679,2,3,10,3.0
7208,3,2,1,120.0
3887,3,2,4,50.0
7051,2,1,8,39.0
3238,6,1,9,48.0
5738,3,1,0,
7559,3,2,3,20.0
1441,1,3,10,9.0
6497,2,1,1,110.0
9860,2,1,4,11.0
367,4,3,3,22.0
2458,2,2,4,13.0
9502,2,3,10,0.0
7831,4,3,1,45.0
3531,5,1,5,3.0
2091,4,1,4,12.0
7178,1,2,7,8.0
8736,4,3,4,53.0
572,6,3,0,
8539,2,2,10,5.0
8536,6,1,10,34.0
5929,5,2,8,15.0
3333,3,3,4,36.0
7687,1,1,1,0.0
1240,1,2,3,60.0
3349,2,1,4,69.0
7263,3,2,10,22.0
5564,4,2,1,85.0
6728,5,1,4,41.0
1946,4,2,7,20.0
2905,3,1,8,22.0
869,6,3,10,4.0
9434,6,2,9,13.0
3087,1,2,3,3.0
5876,6,2,4,37.0
864,4,2,10,33.0
8186,4,1,1,115.0
332,4,2,6,25.0
1812,2,1,9,3.0
3281,6,2,9,25.0
4868,6,1,10,5.0
885,1,3,7,51.0
5810,5,3,0,
2554,4,2,7,54.0
7964,5,3,6,9.0
6828,2,1,3,95.0
1465,3,2,8,7.0
5514,3,3,8,21.0
625,6,1,8,6.0
9723,2,3,0,
6663,3,3,9,48.0
1155,6,2,5,11.0
617,2,1,8,15.0
6101,3,3,6,20.0
7748,3,3,4,29.0
7518,3,2,10,3.0
9426,5,1,4,65.0
3173,6,2,3,48.0
9241,2,1,2,43.0
6713,3,1,5,42.0
4778,3,2,6,22.0
3709,2,3,2,25.0
9487,3,2,2,27.0
9607,6,1,0,
9834,1,3,6,36.0
9621,3,2,3,74.0
3181,1,2,1,47.0
9410,4,2,6,17.0
7273,5,2,10,0.0
7581,2,2,6,28.0
5177,6,3,10,1.0
6202,5,3,2,80.0
3999,6,2,7,34.0
5837,2,3,3,15.0
3213,2,2,3,64.0
4690,3,1,10,7.0
169,6,1,3,41.0
2561,1,1,0,
605,4,1,9,44.0
7841,6,2,3,32.0
660,4,3,8,0.0
910,5,2,8,6.0
8652,2,1,9,24.0
5945,3,3,6,1.0
4819,1,2,1,178.0
3397,2,1,0,
8617,1,2,7,47.0
5546,6,1,2,108.0
9432,2,3,9,1.0
4450,1,2,4,7.0
3515,2,2,7,14.0
3516,5,2,1,164.0
2970,2,2,4,6.0
9810,4,3,7,17.0
2362,4,2,6,2.0
9533,4,3,0,
1626,4,3,0,
7930,1,3,9,0.0
7872,6,3,7,74.0
4821,4,2,4,6.0
3143,1,3,4,51.0
6405,5,2,5,61.0
1204,5,3,4,30.0
8538,6,2,2,70.0
73,1,3,4,28.0
8022,3,1,5,38.0
4273,3,1,4,3.0
2646,1,2,5,43.0
2179,5,3,2,38.0
1874,6,2,3,129.0
9277,4,1,2,33.0
2769,1,2,1,0.0
9677,3,1,4,16.0
3188,4,2,0,
1438,2,1,0,
9617,4,2,10,6.0
3752,1,2,6,4.0
8064,1,3,3,105.0
7197,1,2,7,27.0
1407,6,1,4,64.0
3813,6,1,0,
561,5,1,5,21.0
5448,2,3,5,19.0
7101,3,1,9,6.0
9003,2,1,6,6.0
4249,6,1,5,15.0
9036,3,2,8,44.0
2158,4,2,6,58.0
9729,5,3,4,4.0
2627,6,1,4,139.0
2386,1,2,10,54.0
5695,3,3,9,5.0
3323,3,2,0,
8901,5,2,1,24.0
3949,3,2,1,131.0
468,1,2,4,9.0
9712,3,3,8,12.0
721,5,2,2,157.0
4434,6,3,8,0.0
6642,4,1,2,95.0
5114,6,3,2,116.0
9968,2,2,5,13.0
8021,3,2,7,43.0
6779,2,2,6,7.0
2842,5,2,2,25.0
6776,2,1,3,41.0
3776,2,3,1,176.0
1270,6,1,1,14.0
8361,6,2,4,50.0
8244,5,1,10,29.0
4758,5,3,3,105.0
3346,5,1,10,29.0
7943,4,2,2,9.0
4594,2,3,6,38.0
6358,3,2,7,37.0
2456,6,2,0,
6443,2,3,9,23.0
4621,5,1,1,98.0
402,2,2,8,3.0
3187,6,2,4,70.0
3223,6,1,7,6.0
9854,4,1,0,
2932,4,2,9,11.0
2104,2,1,5,33.0
1487,6,2,6,12.0
9067,2,1,2,142.0
9540,2,2,10,14.0
6992,5,3,0,
1391,1,1,9,44.0
5892,6,3,1,61.0
4801,4,3,9,1.0
327,4,3,3,28.0
8746,1,2,5,13.0
3302,6,2,1,142.0
4310,1,1,10,2.0
1343,5,3,1,142.0
8074,1,2,0,
1222,2,3,9,7.0
1921,3,1,3,31.0
6832,3,2,8,20.0
1358,2,1,4,8.0
6633,3,2,0,
5115,4,1,5,72.0
9290,2,2,5,38.0
6782,5,3,2,13.0
7773,1,1,1,144.0
3090,6,1,4,31.0
1596,5,1,3,55.0
6700,3,1,7,44.0
1768,6,1,4,46.0
5129,4,2,9,0.0
827,6,3,4,5.0
254,1,2,6,24.0
1360,6,3,3,2.0
377,1,3,8,22.0
4097,2,3,9,33.0
952,6,3,7,33.0
7614,2,2,4,5.0
7266,2,2,10,49.0
4023,6,3,2,29.0
3647,4,1,8,55.0
7257,3,3,0,
6142,5,3,2,52.0
159,4,1,4,31.0
8503,1,1,4,8.0
6334,2,1,9,17.0
890,5,3,5,0.0
2107,4,2,10,25.0
5664,1,1,4,8.0
1394,4,2,7,2.0
3102,4,1,0,
8705,2,2,7,18.0
8067,1,3,7,0.0
5821,6,2,4,4.0
3872,4,1,8,53.0
8157,6,1,6,24.0
6780,1,2,1,108.0
5862,3,3,3,13.0
1957,5,1,10,38.0
8555,6,3,6,50.0
129,3,2,8,6.0
6742,1,3,9,6.0
4226,6,3,3,85.0
4937,5,1,10,20.0
4840,2,1,7,58.0
5130,5,1,1,150.0
4340,4,3,0,
7356,6,1,6,20.0
8665,3,3,0,
9813,6,1,1,166.0
7295,1,2,6,80.0
2889,3,1,0,
2517,1,2,0,
6586,4,2,5,16.0
1208,2,1,6,0.0
4404,1,1,0,
6932,6,2,1,0.0
9932,2,2,2,157.0
7615,6,2,10,13.0
7550,4,1,2,83.0
6307,6,2,0,
2003,2,2,10,22.0
330,2,2,5,28.0
9561,5,2,7,6.0
9918,3,3,10,26.0
5236,1,2,9,22.0
9140,2,2,10,2.0
5676,1,3,6,5.0
451,6,1,5,77.0
1363,3,2,2,94.0
9393,5,1,7,3.0
8608,4,1,6,6.0
7590,1,3,1,146.0
7065,2,3,1,16.0
5135,3,2,1,170.0
1042,3,3,4,34.0
4686,6,1,6,6.0
7369,1,1,3,7.0
1404,3,1,3,14.0
9217,3,3,4,28.0
7611,2,2,2,59.0
4605,2,1,5,20.0
615,1,1,1,149.0
3195,2,1,0,
830,1,1,1,68.0
1482,6,2,9,11.0
2268,4,1,3,121.0
1340,6,3,3,23.0
8117,6,3,9,11.0
964,5,2,8,21.0
601,5,3,9,18.0
3578,5,1,0,
4787,2,3,4,89.0
9793,3,3,0,
6804,1,3,2,74.0
9593,3,3,8,57.0
9286,3,1,3,21.0
7075,2,3,6,35.0
6185,3,1,9,6.0
7056,4,3,8,65.0
5005,4,3,3,14.0
4941,5,1,3,35.0
2974,2,2,6,16.0
610,1,1,10,2.0
1425,4,2,0,
9664,3,3,3,74.0
812,5,1,5,4.0
8990,1,3,9,2.0
1390,5,3,2,38.0
510,6,1,8,13.0
6535,1,1,10,30.0
8261,3,3,10,30.0
2280,3,2,9,48.0
9797,6,2,8,16.0
6944,4,2,4,20.0
212,1,3,5,53.0
1796,5,3,2,170.0
7353,1,3,10,1.0
6735,5,3,8,5.0
7776,4,3,5,59.0
3731,6,2,7,62.0
4207,5,3,3,6.0
7337,5,1,1,58.0
4251,1,1,1,35.0
8569,5,3,8,5.0
6104,5,1,1,4.0
515,1,2,2,17.0
7096,6,2,7,11.0
8982,3,2,2,25.0
9356,5,2,9,18.0
5275,3,2,7,0.0
2205,6,1,3,36.0
706,1,2,7,3.0
2836,5,1,4,4.0
571,3,1,8,47.0
5815,2,2,0,
1423,1,2,3,24.0
956,5,1,1,68.0
5268,6,3,4,13.0
694,6,3,4,18.0
213,5,3,9,4.0
4985,1,1,1,26.0
1114,4,2,8,20.0
3942,1,3,1,56.0
3637,6,3,3,13.0
9249,6,3,3,130.0
3260,6,2,10,41.0
2416,4,3,2,62.0
7426,1,1,10,4.0
1013,5,3,3,9.0
9538,3,3,1,84.0
1760,2,3,9,26.0
8574,1,3,3,21.0
9353,3,1,3,73.0
5730,6,3,3,85.0
5479,2,2,9,0.0
2201,1,3,9,7.0
265,1,3,4,4.0
5714,5,3,7,0.0
4583,6,3,6,4.0
4093,2,3,8,39.0
1839,6,2,9,9.0
9288,2,3,4,14.0
3095,5,1,4,72.0
4982,5,1,8,43.0
2689,4,3,4,48.0
805,4,3,0,
2256,4,1,2,103.0
1822,2,3,7,6.0
4671,5,1,4,90.0
3767,4,2,7,6.0
5051,1,3,3,57.0
8905,4,3,10,10.0
9756,6,3,1,74.0
2111,2,3,3,43.0
1139,2,3,8,0.0
413,1,1,2,28.0
7293,6,3,10,2.0
7067,5,3,2,94.0
649,3,2,6,43.0
4653,4,1,5,13.0
8179,6,3,0,
3696,3,2,7,18.0
421,5,3,2,119.0
1498,4,1,4,7.0
7909,5,1,10,30.0
141,4,2,3,34.0
2664,1,3,0,
3088,4,2,9,19.0
2512,2,1,10,31.0
5911,2,2,2,82.0
1320,1,1,1,64.0
6834,5,1,8,19.0
6337,3,1,2,17.0
449,1,2,2,60.0
4549,6,2,8,3.0
4184,5,3,4,91.0
2185,5,2,8,24.0
6521,2,2,8,5.0
5088,3,2,7,18.0
2468,5,2,10,17.0
5434,2,1,3,10.0
4542,4,1,10,28.0
4512,2,1,9,21.0
8303,2,2,7,21.0
9435,6,2,1,90.0
8236,2,1,9,6.0
839,6,1,5,41.0
8667,2,3,3,11.0
3726,1,1,2,2.0
4062,4,3,3,68.0
5019,1,2,7,51.0
1284,5,2,4,10.0
874,4,3,7,14.0
2922,3,2,4,106.0
5337,1,2,3,82.0
1691,1,2,8,50.0
2108,5,1,5,46.0
8329,1,3,2,31.0
7240,5,1,8,4.0
5387,5,3,2,99.0
7577,4,2,6,15.0
770,2,1,2,86.0
5772,6,3,3,101.0
6554,1,3,2,2.0
3042,1,1,5,32.0
9489,4,2,3,7.0
2740,4,3,2,113.0
2541,6,1,5,16.0
6218,2,1,10,1.0
4599,1,2,8,27.0
1175,5,2,1,111.0
8063,4,3,9,9.0
4883,6,2,9,3.0
2686,6,3,10,2.0
8459,2,3,5,20.0
6377,3,1,1,14.0
4269,1,1,2,55.0
5660,1,3,1,132.0
1833,6,2,6,9.0
7848,3,1,8,3.0
2025,3,1,6,46.0
4481,3,1,2,36.0
7347,1,1,10,11.0
5932,1,2,9,2.0
4160,5,2,8,32.0
9261,6,2,4,51.0
5452,6,3,7,8.0
1431,3,1,8,2.0
5969,6,2,6,6.0
6770,6,1,1,102.0
7682,3,1,9,5.0
2332,3,3,2,22.0
6154,1,3,10,6.0
6644,1,3,2,68.0
7307,6,1,10,17.0
4544,1,3,6,9.0
4875,5,2,9,34.0
2785,2,1,7,14.0
6299,4,2,9,0.0
9151,4,1,1,61.0
1692,2,2,9,36.0
1194,3,2,5,30.0
5626,3,2,0,
9309,6,1,4,10.0
9089,3,2,5,73.0
7230,1,1,9,10.0
1463,6,1,1,3.0
2400,1,3,1,177.0
6526,1,2,9,11.0
3617,5,3,3,68.0
3001,4,2,2,22.0
7784,3,2,3,2.0
5723,3,3,3,22.0
4048,2,2,10,12.0
4999,3,3,7,24.0
7319,4,3,8,22.0
9166,1,3,10,53.0
8658,2,2,10,61.0
9991,4,3,5,39.0
1239,4,3,3,104.0
4427,3,1,0,
9161,6,1,3,24.0
181,4,3,8,14.0
9954,6,1,0,
3375,6,2,5,35.0
9671,4,1,9,32.0
7162,4,2,8,27.0
1755,2,3,3,14.0
5263,5,1,7,53.0
2827,6,1,8,3.0
9955,6,3,6,13.0
6698,2,2,3,55.0
8495,4,3,1,128.0
5395,5,1,7,3.0
2015,4,3,5,0.0
2630,2,2,2,100.0
5849,1,2,4,37.0
6123,2,3,1,106.0
1007,5,2,1,100.0
4520,1,2,2,95.0
5539,5,1,10,50.0
4278,6,1,6,59.0
9741,6,3,10,20.0
8403,5,3,1,9.0
5209,2,2,10,5.0
487,6,2,8,41.0
5520,1,1,4,65.0
4507,1,1,8,44.0
9628,2,3,10,29.0
8086,6,3,8,2.0
1664,1,3,4,0.0
2183,1,3,10,8.0
1920,1,3,7,34.0
1321,6,1,0,
745,4,1,1,66.0
1216,4,2,6,0.0
6426,2,2,7,33.0
3285,5,1,3,81.0
9284,6,2,7,18.0
3774,2,3,5,24.0
3061,3,2,9,3.0
1324,6,1,0,
8810,4,1,3,70.0
9906,3,3,7,70.0
9327,6,1,5,4.0
5463,6,2,3,16.0
8672,4,3,4,37.0
777,5,3,2,33.0
8666,2,1,2,75.0
9779,4,3,8,6.0
8498,1,3,2,33.0
2198,3,3,2,70.0
2159,1,1,4,19.0
8195,4,3,5,58.0
6865,4,2,3,38.0
3828,1,2,10,11.0
9224,4,3,0,
750,5,2,2,52.0
9375,6,3,9,17.0
1952,5,1,4,21.0
1679,6,1,10,31.0
545,6,1,1,170.0
4602,5,3,5,1.0
6429,3,1,2,57.0
977,3,1,4,8.0
3900,5,3,4,0.0
7441,2,3,4,7.0
2733,5,2,10,13.0
2586,1,1,3,22.0
9865,1,3,2,1.0
9251,6,1,9,6.0
228,3,3,1,70.0
9499,3,2,2,10.0
9002,3,3,6,16.0
3745,6,3,3,65.0
1629,6,2,1,11.0
6455,1,3,1,59.0
9753,2,3,2,94.0
7310,1,1,4,77.0
7712,2,3,4,42.0
258,5,2,1,21.0
6452,3,2,9,3.0
2178,3,2,5,14.0
4545,1,3,4,58.0
4561,6,1,3,111.0
3487,1,3,1,28.0
1708,4,3,9,27.0
5677,3,2,0,
9404,2,3,8,4.0
6654,1,3,10,1.0
5842,6,2,1,14.0
1836,2,1,10,23.0
8191,2,1,4,25.0
3884,4,1,1,38.0
9801,3,2,8,6.0
646,1,1,0,
6281,5,1,7,65.0
3918,4,2,7,4.0
3785,1,3,2,91.0
1259,3,2,1,21.0
9031,3,1,9,10.0
379,1,1,1,70.0
320,6,3,7,7.0
9175,3,3,3,35.0
7826,2,3,6,1.0
8016,6,3,2,22.0
7569,1,1,3,64.0
8146,2,2,1,59.0
1697,1,3,3,100.0
7794,6,3,2,49.0
3438,3,1,9,0.0
3196,4,2,4,49.0
5549,1,2,5,5.0
7465,1,1,2,13.0
4865,5,3,6,2.0
7519,5,3,1,154.0
6753,5,1,8,34.0
9802,2,1,5,39.0
2171,2,3,10,33.0
2121,3,3,3,27.0
5071,5,1,6,1.0
3212,6,1,3,79.0
6869,2,1,5,8.0
4040,5,3,2,30.0
2987,4,1,7,0.0
6200,4,3,9,0.0
6370,3,2,6,10.0
3467,5,1,10,2.0
214,4,1,1,162.0
5180,2,1,8,7.0
9442,2,1,2,92.0
2389,5,1,9,11.0
3041,3,2,6,43.0
4171,3,3,5,7.0
3674,4,2,0,
4410,5,1,3,1.0
5106,1,2,9,4.0
945,3,1,0,
8657,5,1,6,2.0
7325,1,1,10,13.0
4309,3,3,2,35.0
8744,6,3,3,15.0
1915,1,2,10,4.0
4312,5,3,8,30.0
840,4,2,7,22.0
2109,4,1,5,7.0
9453,1,1,8,65.0
8717,5,1,6,1.0
8983,2,1,4,15.0
1227,6,2,0,
7681,1,2,9,9.0
8602,2,1,9,20.0
1780,6,3,4,1.0
7385,6,3,1,45.0
4814,5,1,6,9.0
3910,3,2,9,8.0
3178,1,1,3,103.0
6532,1,2,5,17.0
6235,6,1,4,35.0
2780,4,1,2,44.0
5634,1,2,2,2.0
8070,6,1,8,16.0
2741,4,3,6,30.0
5432,1,1,3,3.0
8944,5,3,7,14.0
7119,5,3,5,47.0
5492,4,3,2,100.0
4558,3,3,1,156.0
3848,4,1,7,3.0
3524,5,2,3,14.0
7551,4,2,10,40.0
5182,4,1,10,1.0
3111,3,1,6,15.0
2706,4,3,9,17.0
7878,6,1,8,22.0
8068,4,1,10,20.0
3105,6,3,0,
9119,4,1,8,5.0
1337,3,2,0,
3132,3,3,1,24.0
6899,6,2,10,13.0
1209,5,3,7,11.0
8904,2,3,0,
4377,1,3,2,110.0
6419,2,1,1,112.0
3705,5,3,5,2.0
2559,1,2,1,124.0
3920,1,1,5,34.0
9405,6,1,0,
2674,2,2,9,92.0
6971,4,1,8,31.0
8595,1,3,7,4.0
7601,6,1,1,153.0
5250,2,2,0,
8634,4,1,8,16.0
6252,1,2,5,90.0
194,1,3,9,24.0
2230,6,2,3,24.0
1620,4,3,0,
8076,4,2,8,46.0
2096,6,2,3,97.0
9998,6,3,1,78.0
7709,4,1,5,64.0
883,5,1,8,16.0
5746,4,3,8,2.0
7815,3,1,10,10.0
1544,6,1,8,1.0
3727,6,3,8,44.0
1632,6,1,9,20.0
8240,5,2,5,123.0
719,2,1,7,13.0
9876,3,3,4,55.0
2975,5,1,3,33.0
8752,2,3,4,5.0
7136,1,1,1,14.0
7534,1,2,5,47.0
8026,1,2,10,15.0
6918,4,1,4,24.0
6187,2,2,5,16.0
9044,3,1,8,4.0
647,2,1,10,9.0
4141,4,2,10,11.0
7823,2,1,8,7.0
6468,3,1,9,5.0
293,2,3,9,28.0
3739,3,1,2,58.0
7832,1,2,5,51.0
3750,6,2,1,109.0
3562,5,1,6,39.0
4109,2,2,5,37.0
234,5,3,3,4.0
8673,4,3,3,54.0
5064,4,3,2,72.0
4055,2,3,5,13.0
1666,2,2,2,109.0
5076,2,2,7,5.0
6632,5,1,6,9.0
7185,4,1,8,38.0
2557,3,2,7,2.0
6047,2,3,3,36.0
8761,4,2,3,1.0
5672,2,3,10,26.0
9963,2,3,8,23.0
3832,4,3,7,5.0
9304,5,2,6,64.0
9077,2,1,3,8.0
7215,3,1,5,4.0
2582,4,3,4,101.0
4954,1,1,4,66.0
4046,2,2,8,7.0
3923,1,1,10,1.0
5341,1,1,6,53.0
3371,6,1,1,92.0
3592,4,1,3,2.0
5953,3,2,9,3.0
7448,5,2,0,
6496,3,2,0,
9883,4,1,7,26.0
9839,1,3,1,130.0
6530,3,2,9,22.0
6476,6,3,1,119.0
9576,5,3,10,9.0
4526,5,1,2,5.0
7061,5,1,6,7.0
1627,2,3,6,27.0
3200,5,1,9,16.0
2556,3,1,8,31.0
734,6,2,7,46.0
2053,1,2,7,14.0
1563,2,3,5,6.0
3616,1,1,4,59.0
1219,1,2,1,53.0
7100,5,2,8,19.0
1827,5,1,6,10.0
3634,5,3,6,10.0
626,3,3,2,23.0
4112,4,2,6,7.0
470,2,2,6,13.0
2632,2,1,8,22.0
2018,1,1,5,77.0
7549,5,3,1,14.0
4129,1,3,1,28.0
478,3,2,3,19.0
6378,4,3,0,
8253,5,3,2,30.0
9139,1,1,1,110.0
8227,4,3,2,60.0
7574,1,2,5,10.0
8132,5,2,0,
7666,6,3,9,5.0
9443,6,2,2,12.0
8542,3,1,7,36.0
6919,3,2,4,22.0
1057,4,3,2,94.0
5524,1,1,4,94.0
4553,6,2,6,52.0
2310,1,2,5,1.0
8204,2,3,9,14.0
5740,2,2,7,52.0
8406,4,2,9,39.0
8844,5,2,6,4.0
5916,2,1,4,39.0
2703,2,1,3,45.0
5467,5,3,1,155.0
4585,6,1,0,
5201,2,1,2,57.0
6913,1,1,4,59.0
2284,1,1,7,23.0
6333,2,3,0,
954,5,1,7,60.0
9384,3,1,5,4.0
3109,6,1,7,54.0
5838,6,3,10,8.0
7842,4,3,2,58.0
3604,5,3,10,11.0
6064,4,1,0,
6032,6,3,10,3.0
2837,6,3,0,
9952,5,3,10,15.0
6854,1,2,2,76.0
1409,4,2,3,53.0
2453,2,1,1,120.0
4795,6,2,6,27.0
4266,3,3,10,4.0
686,4,2,4,21.0
8702,6,2,6,84.0
6262,1,1,7,43.0
5329,3,3,2,21.0
974,2,2,8,35.0
6985,5,1,4,57.0
6029,3,2,10,3.0
7933,3,3,6,19.0
9280,4,3,6,18.0
7718,4,2,4,10.0
5574,1,2,9,38.0
93,2,2,0,
6457,6,3,6,11.0
1993,6,1,2,25.0
9795,4,2,6,13.0
9831,5,1,10,5.0
3341,5,3,0,
8675,2,1,6,49.0
8001,6,2,2,25.0
6981,1,2,2,31.0
6327,3,1,2,38.0
3629,5,3,3,52.0
3864,3,3,8,37.0
9595,1,2,5,35.0
6911,4,2,1,120.0
609,3,2,10,33.0
195,3,3,1,146.0
1529,3,3,10,24.0
1153,2,1,5,26.0
3354,4,2,0,
8463,6,2,8,19.0
9828,6,1,8,40.0
3067,3,1,4,13.0
4890,4,3,0,
1744,2,2,5,6.0
7017,3,2,1,96.0
4383,5,1,10,10.0
6760,5,1,8,4.0
4940,4,3,9,0.0
2994,2,2,0,
5683,6,3,6,9.0
4592,2,3,0,
8881,5,1,3,44.0
4224,4,2,5,20.0
2876,4,3,7,26.0
6904,3,2,6,22.0
2490,6,2,9,29.0
892,5,1,9,1.0
7945,5,2,6,37.0
1083,6,3,2,0.0
8483,2,3,2,2.0
7531,2,1,9,8.0
8643,3,2,1,104.0
8831,1,3,0,
8758,4,3,7,41.0
1675,2,3,7,11.0
4399,4,3,0,
6359,3,2,8,49.0
503,3,3,5,112.0
5060,2,1,8,50.0
1888,4,1,3,51.0
3185,6,3,1,102.0
7834,5,2,7,2.0
6702,5,2,4,11.0
1356,6,2,8,15.0
994,1,1,4,15.0
5203,5,1,7,41.0
1099,4,3,6,24.0
9522,4,1,10,1.0
8319,3,1,0,
7109,4,3,0,
3742,1,3,2,58.0
5380,2,1,7,25.0
106,4,1,0,
962,3,1,6,40.0
1200,2,2,1,149.0
1010,1,3,0,
3194,6,3,2,0.0
8153,2,3,5,14.0
9758,1,2,4,12.0
178,5,3,8,9.0
5589,2,3,5,53.0
6578,6,2,4,40.0
3356,2,1,7,4.0
3234,3,1,6,22.0
8397,6,3,6,56.0
795,3,3,3,27.0
6384,1,3,9,23.0
1690,6,3,10,1.0
6435,2,2,2,9.0
5193,6,1,8,7.0
8461,2,1,0,
9189,5,1,7,45.0
1135,2,2,0,
9899,3,1,4,34.0
2843,4,3,0,
4646,3,3,2,142.0
6225,4,1,10,3.0
7862,2,1,8,26.0
6848,3,1,3,20.0
3480,4,1,10,29.0
2565,6,1,10,4.0
4898,1,1,6,5.0
5011,2,1,10,5.0
2076,4,3,6,15.0
7248,4,1,2,23.0
1234,2,1,7,59.0
6469,2,3,0,
6833,6,2,6,20.0
389,3,1,1,68.0
5850,4,3,2,29.0
1471,5,1,0,
9291,4,3,6,1.0
6519,3,2,9,22.0
6371,4,2,10,27.0
60,2,2,0,
3086,5,3,1,131.0
8242,1,1,9,16.0
2382,6,1,2,44.0
518,4,2,7,19.0
2996,4,1,6,2.0
1299,1,2,2,41.0
6690,5,1,6,13.0
6746,6,2,8,11.0
7116,5,3,6,5.0
8393,2,1,5,14.0
1488,3,1,9,65.0
6821,4,3,0,
8699,4,2,7,68.0
2542,3,2,10,12.0
4004,1,1,3,56.0
2612,5,2,2,1.0
763,1,1,2,119.0
5832,6,2,3,4.0
3913,3,1,9,0.0
6997,5,2,8,14.0
4848,3,1,4,0.0
338,2,2,9,38.0
358,5,1,2,12.0
8343,1,2,8,31.0
6610,6,2,1,19.0
2442,5,2,7,32.0
8719,3,2,2,45.0
6319,6,3,5,10.0
6080,6,1,8,22.0
3958,6,2,2,122.0
3317,6,1,4,35.0
1168,3,1,6,14.0
4501,5,2,7,34.0
1527,5,1,0,
1260,1,2,4,1.0
8645,2,2,4,5.0
8493,1,2,5,11.0
5867,5,1,10,21.0
3158,2,3,10,17.0
7155,4,3,1,84.0
4835,1,2,1,8.0
131,1,2,9,30.0
8687,4,2,9,3.0
9800,2,1,3,96.0
3064,6,3,7,22.0
8335,3,3,8,4.0
1624,3,3,10,3.0
7880,1,2,3,15.0
9601,5,2,7,21.0
353,1,3,4,58.0
4799,3,2,8,17.0
4568,4,2,8,15.0
7846,6,2,10,36.0
5148,3,1,5,28.0
8760,5,3,1,156.0
1443,6,1,10,33.0
5905,6,1,6,9.0
5778,3,3,9,0.0
7497,2,2,7,2.0
1344,1,2,6,3.0
6037,4,1,0,
3995,6,2,8,1.0
4603,3,1,4,30.0
2263,1,2,3,46.0
1446,6,1,4,7.0
2863,5,2,9,16.0
1430,6,2,7,48.0
4657,6,1,1,25.0
1241,3,2,4,42.0
9219,5,1,9,7.0
7134,1,1,2,46.0
3217,5,3,7,9.0
102,5,2,9,18.0
6466,5,1,5,74.0
7260,5,1,7,9.0
4336,5,2,4,9.0
9880,4,2,7,85.0
9585,1,2,6,26.0
8779,6,1,5,9.0
5314,3,2,0,
6973,1,3,7,12.0
7892,4,3,3,9.0
3976,2,2,1,14.0
1758,1,1,0,
9263,2,1,9,24.0
5234,2,2,2,79.0
1442,1,1,7,7.0
704,6,3,3,27.0
2692,3,2,1,19.0
1559,2,2,2,83.0
8148,6,3,6,1.0
618,6,2,3,43.0
9646,2,3,10,9.0
